,Company,TypeName,Ram,OpSys,Weight,Price_euros,IPS,Touchscreen,Retina Display,Full HD,Cpu_name,Gpu_name
601,HP,Notebook,4,Windows,2.1,668.48,0,0,0,0,Intel Core i3,Intel
602,Acer,Notebook,4,Windows,1.6,329.0,0,0,0,1,Others,Intel
603,MSI,Gaming,16,Windows,4.14,2199.0,0,0,0,1,Intel Core i7,Nvidia
604,Dell,Notebook,4,Linux,2.18,465.0,0,0,0,0,Intel Core i3,AMD
605,MSI,Gaming,16,Windows,1.8,2299.0,0,0,0,0,Intel Core i7,Nvidia
606,Toshiba,Notebook,8,Windows,2.2,1399.0,1,0,0,1,Intel Core i7,Intel
607,Lenovo,Notebook,6,Windows,2.4,564.0,0,0,0,1,Intel Core i5,Intel
608,Lenovo,2 in 1 Convertible,8,Windows,2.0,1299.0,1,1,0,1,Intel Core i7,Intel
609,Acer,Notebook,4,Windows,1.6,349.0,0,0,0,0,Others,Intel
610,Lenovo,Notebook,32,Windows,2.5,4899.0,1,0,0,0,Others,Nvidia
611,Dell,Gaming,16,Windows,2.59,879.01,0,0,0,1,Intel Core i7,Nvidia
612,Dell,Notebook,4,Linux,2.18,443.9,0,0,0,0,Intel Core i3,Intel
613,Dell,Notebook,4,Linux,2.25,359.0,0,0,0,0,Intel Core i3,Intel
614,Dell,Notebook,4,Linux,1.93,869.0,0,0,0,0,Intel Core i5,Intel
615,Asus,Gaming,8,Windows,3.0,1168.0,0,0,0,1,Intel Core i7,Nvidia
616,Dell,Notebook,4,Linux,2.18,569.0,0,0,0,1,Intel Core i5,AMD
617,HP,Ultrabook,8,Windows,1.84,1389.0,0,0,0,1,Intel Core i7,Intel
618,MSI,Gaming,16,Windows,2.94,2267.86,0,0,0,1,Intel Core i7,Nvidia
619,Acer,2 in 1 Convertible,4,other,1.25,379.0,1,1,0,0,Others,Intel
620,HP,Notebook,8,Windows,2.31,1124.0,0,0,0,0,Intel Core i5,Intel
621,Lenovo,Notebook,8,Windows,1.65,1465.0,0,0,0,1,Intel Core i5,Intel
622,Dell,Notebook,4,Windows,2.2,776.0,0,0,0,1,Intel Core i5,AMD
623,Other,Notebook,8,Windows,2.2,799.0,0,0,0,0,Intel Core i5,Intel
624,HP,Notebook,4,Windows,1.88,932.0,0,0,0,0,Intel Core i5,Intel
625,Lenovo,Notebook,8,Windows,2.2,899.0,0,0,0,1,Intel Core i7,Nvidia
626,Other,Notebook,2,Windows,1.4,239.0,0,0,0,1,Others,Intel
627,Lenovo,Notebook,4,other,2.2,468.0,0,0,0,1,Intel Core i5,Intel
628,Asus,2 in 1 Convertible,6,Windows,1.5,639.01,0,1,0,1,Intel Core i5,Intel
629,Dell,Notebook,8,Windows,2.0,1820.0,0,0,0,1,Intel Core i7,Nvidia
630,Asus,Ultrabook,16,Windows,1.1,1900.0,0,0,0,1,Intel Core i7,Intel
631,Dell,Gaming,16,Windows,2.62,1479.0,0,0,0,1,Intel Core i7,Nvidia
632,Lenovo,Notebook,4,Windows,1.8,829.0,0,0,0,1,Intel Core i5,Intel
633,Lenovo,Notebook,4,Windows,2.2,579.0,0,0,0,1,Intel Core i3,Nvidia
634,Asus,Notebook,8,Windows,2.0,399.0,0,0,0,0,Others,Intel
635,Asus,Notebook,8,Windows,1.99,906.62,0,0,0,1,Intel Core i5,Nvidia
636,Dell,Ultrabook,8,Windows,1.23,1869.0,0,1,0,0,Intel Core i5,Intel
637,Lenovo,Notebook,2,Windows,1.42,249.0,0,0,0,0,Others,Intel
638,Lenovo,2 in 1 Convertible,8,Windows,1.37,1757.42,1,1,0,1,Intel Core i7,Intel
639,Dell,Notebook,16,Windows,2.06,2399.0,0,1,0,0,Intel Core i7,Nvidia
640,Lenovo,Gaming,8,Windows,2.5,1109.0,1,0,0,1,Intel Core i7,Nvidia
641,HP,Notebook,8,Windows,2.6,520.9,0,0,0,0,AMD,AMD
642,Lenovo,Ultrabook,16,Windows,1.14,2450.0,1,0,0,1,Intel Core i7,Intel
643,Asus,Gaming,8,other,2.5,1169.0,1,0,0,1,Intel Core i7,Nvidia
644,Acer,Notebook,4,Windows,2.4,450.0,0,0,0,0,Intel Core i3,Intel
645,Lenovo,Notebook,4,Windows,1.43,274.0,0,0,0,0,Others,Intel
646,Acer,Ultrabook,8,Windows,1.8,919.0,1,0,0,1,Intel Core i5,Intel
647,Other,Gaming,16,Windows,1.95,2599.0,0,0,0,1,Intel Core i7,Nvidia
648,Toshiba,Notebook,8,Windows,1.2,1213.0,0,0,0,1,Intel Core i5,Intel
649,Lenovo,Ultrabook,8,Windows,1.36,1584.0,1,0,0,1,Intel Core i7,Intel
650,Asus,Gaming,32,Windows,3.8,2799.0,1,0,0,1,Intel Core i7,Nvidia
651,Acer,Gaming,8,Linux,2.4,709.0,0,0,0,1,Intel Core i5,Nvidia
652,Dell,Ultrabook,8,Windows,1.2,1449.9,0,0,0,1,Intel Core i5,Intel
653,MSI,Gaming,8,Windows,2.2,1191.8,0,0,0,1,Intel Core i7,Nvidia
654,HP,Notebook,4,other,1.86,364.9,0,0,0,0,Intel Core i3,Intel
655,Toshiba,Notebook,8,Windows,2.0,1064.0,1,0,0,1,Intel Core i5,Intel
656,Dell,Notebook,8,Windows,2.2,919.0,0,0,0,1,Intel Core i7,AMD
657,Dell,Notebook,16,Windows,2.2,1135.0,0,0,0,1,Intel Core i7,AMD
658,Lenovo,Gaming,8,Windows,3.31,1196.0,1,0,0,1,Intel Core i7,Nvidia
659,Dell,Gaming,32,Windows,4.42,3147.37,1,0,0,0,Intel Core i7,Nvidia
660,Dell,Notebook,8,Windows,1.56,1229.0,0,0,0,1,Intel Core i5,Intel
661,Lenovo,Notebook,4,Windows,2.2,419.0,0,0,0,0,Others,Intel
662,Lenovo,Notebook,4,Windows,2.2,535.0,0,0,0,1,Intel Core i5,Intel
663,HP,Notebook,6,Windows,2.04,539.0,0,0,0,0,Intel Core i3,AMD
664,MSI,Gaming,8,Windows,2.7,1486.77,0,0,0,1,Intel Core i7,Nvidia
665,Toshiba,Notebook,4,Windows,2.1,498.0,0,0,0,0,Intel Core i3,Intel
666,Dell,Notebook,8,Windows,2.06,955.0,0,0,0,1,Intel Core i5,Intel
667,HP,Notebook,8,Windows,2.1,745.0,0,0,0,1,Intel Core i7,AMD
668,Toshiba,Notebook,8,Windows,2.0,1258.0,1,0,0,1,Intel Core i5,Intel
669,Acer,Notebook,4,Linux,2.1,412.0,0,0,0,0,Intel Core i3,Intel
670,Other,Ultrabook,8,Windows,1.252,1867.85,0,1,0,0,Intel Core i7,Intel
671,Lenovo,Notebook,8,Windows,1.9,817.95,0,0,0,1,Intel Core i5,AMD
672,Lenovo,2 in 1 Convertible,8,Windows,1.3,1034.0,1,1,0,1,Intel Core i5,Intel
673,Lenovo,Notebook,4,Windows,2.2,349.0,0,0,0,0,AMD,AMD
674,HP,2 in 1 Convertible,4,Windows,1.63,699.0,1,1,0,1,Intel Core i3,Nvidia
675,MSI,Gaming,16,Windows,2.4,1294.0,0,0,0,1,Intel Core i7,Nvidia
676,Asus,Ultrabook,8,Windows,1.1,1135.0,0,0,0,1,Intel Core i5,Intel
677,HP,2 in 1 Convertible,8,other,1.4,495.0,0,1,0,0,Others,Intel
678,Other,Ultrabook,8,Windows,1.09,2299.0,1,0,0,1,Intel Core i7,Intel
679,Acer,Gaming,16,Windows,2.5,1299.0,0,0,0,1,Intel Core i5,Nvidia
680,MSI,Gaming,8,Windows,2.2,997.9,0,0,0,1,Intel Core i5,Nvidia
681,Asus,Notebook,4,Windows,1.86,419.0,0,0,0,0,Others,Intel
682,Dell,Gaming,16,Windows,3.21,2051.0,0,0,0,1,Intel Core i5,Nvidia
683,HP,Notebook,4,Windows,2.5,699.0,1,0,0,1,Intel Core i3,AMD
684,Lenovo,2 in 1 Convertible,8,Windows,1.19,1499.0,1,1,0,1,Intel Core i7,Intel
685,Dell,Gaming,16,Windows,3.49,2813.75,0,0,0,1,Intel Core i7,Nvidia
686,HP,Notebook,4,Windows,1.86,612.61,0,0,0,0,Intel Core i5,AMD
687,Dell,Notebook,4,Windows,2.2,545.67,0,0,0,0,Intel Core i3,AMD
688,HP,Notebook,6,Windows,2.65,569.0,1,0,0,1,AMD,AMD
689,Lenovo,Notebook,4,Windows,2.1,318.0,0,0,0,0,Others,Intel
690,Acer,Notebook,4,other,1.45,375.0,0,0,0,0,Others,Intel
691,Lenovo,Notebook,4,Windows,1.7,699.0,0,0,0,1,Intel Core i5,Intel
692,HP,Workstation,8,Windows,3.14,1907.99,0,0,0,1,Intel Core i7,Nvidia
693,Lenovo,2 in 1 Convertible,8,Windows,1.42,2590.0,0,1,0,0,Intel Core i7,Intel
694,Toshiba,Notebook,8,Windows,1.5,973.0,1,0,0,1,Intel Core i5,Intel
695,Acer,Netbook,4,Windows,1.4,269.0,0,0,0,0,Others,Intel
696,Lenovo,2 in 1 Convertible,16,Windows,1.38,1749.0,0,1,0,1,Intel Core i7,Intel
697,Asus,2 in 1 Convertible,4,other,1.2,669.0,0,1,0,1,Others,Intel
698,Toshiba,Ultrabook,16,Windows,1.36,1877.0,0,1,0,1,Intel Core i7,Intel
699,HP,Notebook,4,Windows,2.1,689.0,1,0,0,1,Intel Core i7,AMD
700,Dell,Gaming,8,Windows,2.56,819.0,0,0,0,1,Intel Core i5,Nvidia
701,Lenovo,Notebook,4,Windows,2.2,399.0,0,0,0,1,AMD,AMD
702,Lenovo,Notebook,8,Windows,2.2,429.0,0,0,0,0,AMD,AMD
703,Lenovo,Notebook,4,Windows,2.1,621.45,0,0,0,1,Intel Core i5,Intel
704,Lenovo,Notebook,4,other,1.9,450.0,0,0,0,0,Intel Core i3,Intel
705,Dell,Notebook,8,Windows,2.18,795.0,0,0,0,1,Intel Core i5,Intel
706,Acer,2 in 1 Convertible,8,Windows,1.6,999.0,1,1,0,1,Intel Core i5,Intel
707,Lenovo,Workstation,16,Windows,2.18,1855.0,0,0,0,1,Intel Core i7,Nvidia
708,Lenovo,Notebook,8,Windows,1.8,1191.0,0,0,0,1,Intel Core i5,Intel
709,HP,Notebook,6,Windows,2.71,655.01,1,0,0,1,AMD,AMD
710,Lenovo,Gaming,8,Windows,2.5,1249.0,1,0,0,1,Intel Core i7,Nvidia
711,Dell,Notebook,8,Linux,1.64,1089.0,0,0,0,1,Intel Core i5,Nvidia
712,Dell,Notebook,8,Linux,1.98,726.0,0,0,0,1,Intel Core i5,Intel
713,Asus,Notebook,4,Windows,1.5,298.0,0,0,0,1,Others,Intel
714,Dell,Notebook,16,Windows,1.93,1426.66,0,0,0,1,Intel Core i5,Intel
715,Lenovo,Notebook,8,Windows,1.87,857.07,1,0,0,1,Intel Core i5,Nvidia
716,Dell,Notebook,8,Windows,1.9,1179.0,0,0,0,1,Intel Core i5,Intel
717,Lenovo,Notebook,4,Windows,2.19,298.0,0,0,0,0,AMD,AMD
718,Other,Notebook,4,Windows,1.4,265.0,1,0,0,1,Others,Intel
719,HP,Notebook,8,Windows,2.63,1200.0,0,0,0,1,Intel Core i7,Nvidia
720,Lenovo,Ultrabook,8,Windows,1.17,1686.64,1,0,0,0,Intel Core i7,Intel
721,HP,2 in 1 Convertible,8,Windows,1.58,836.6,1,1,0,0,Intel Core i5,Intel
722,Lenovo,Ultrabook,8,Windows,1.32,1499.0,1,0,0,1,Intel Core i5,Intel
723,Dell,Gaming,32,Windows,4.36,3659.4,0,0,0,0,Intel Core i7,Nvidia
724,MSI,Gaming,8,Windows,2.7,1348.48,0,0,0,1,Intel Core i7,Nvidia
725,Lenovo,Notebook,4,other,1.9,489.9,0,0,0,0,Intel Core i5,Intel
726,Dell,Notebook,8,Windows,2.2,719.0,0,0,0,1,Intel Core i5,AMD
727,Dell,2 in 1 Convertible,4,Windows,1.71,649.0,0,1,0,1,Intel Core i3,Intel
728,Dell,Notebook,8,Linux,2.32,589.52,0,0,0,0,Intel Core i5,AMD
729,HP,Notebook,4,Windows,2.1,489.0,0,0,0,1,AMD,AMD
730,Acer,Gaming,16,Windows,4.2,1935.0,1,0,0,1,Intel Core i7,Nvidia
731,Dell,Notebook,12,Windows,2.25,649.0,0,0,0,0,Intel Core i5,Intel
732,HP,Notebook,6,Windows,2.1,650.0,0,0,0,1,AMD,AMD
733,Acer,Notebook,4,Windows,2.4,559.0,0,0,0,0,Intel Core i5,Intel
734,Lenovo,Notebook,8,Windows,1.44,960.0,1,0,0,1,Intel Core i5,Intel
735,Lenovo,Notebook,4,Windows,1.85,779.0,0,0,0,1,Intel Core i7,Intel
736,HP,Workstation,16,Windows,2.6,2419.0,0,0,0,1,Intel Core i7,Nvidia
737,Dell,2 in 1 Convertible,8,Windows,1.55,659.0,0,1,0,1,Intel Core i5,Intel
738,MSI,Gaming,16,Windows,1.8,2094.48,0,0,0,1,Intel Core i7,Nvidia
739,Acer,Notebook,4,Windows,2.4,410.8,0,0,0,0,Intel Core i3,Intel
740,Dell,Notebook,8,Windows,2.0,1207.0,0,0,0,1,Intel Core i7,Nvidia
741,Dell,Notebook,8,Windows,2.0,665.0,0,0,0,0,Intel Core i3,Intel
742,Toshiba,Notebook,8,Windows,1.25,1535.0,1,1,0,1,Intel Core i5,Intel
743,Lenovo,2 in 1 Convertible,8,Windows,1.7,999.0,0,1,0,1,Intel Core i5,Intel
744,Lenovo,Workstation,16,Windows,2.5,3299.0,1,0,0,0,Intel Core i7,Nvidia
745,Acer,Notebook,2,other,1.68,330.0,0,0,0,0,Others,Intel
746,Other,Ultrabook,16,Windows,0.81,1649.0,0,0,0,1,Intel Core i7,Intel
747,HP,Notebook,8,Windows,1.86,539.0,0,0,0,1,Intel Core i3,Intel
748,Dell,Notebook,8,Windows,1.6,1126.71,0,0,0,0,Intel Core i5,Intel
749,HP,Workstation,16,Windows,3.0,4389.0,1,0,0,1,Others,Nvidia
750,Lenovo,Netbook,4,Windows,1.4,475.0,0,1,0,0,Others,Intel
751,HP,Notebook,8,Windows,1.84,1900.0,0,0,0,1,Intel Core i5,Intel
752,Asus,Notebook,4,other,2.45,579.0,0,0,0,0,Intel Core i5,Nvidia
753,Lenovo,Ultrabook,4,Windows,1.7,1096.0,0,0,0,1,Intel Core i5,Intel
754,Asus,Notebook,4,Windows,2.37,849.9,0,0,0,0,Intel Core i7,Intel
755,Lenovo,2 in 1 Convertible,8,Windows,1.3,1199.0,1,1,0,0,Intel Core i5,Intel
756,HP,Notebook,8,Windows,2.2,1099.0,1,0,0,1,Intel Core i5,Nvidia
757,HP,Workstation,8,Windows,2.59,1561.0,0,0,0,1,Intel Core i7,Nvidia
758,Dell,Gaming,16,Windows,4.42,2868.99,1,0,0,0,Intel Core i7,Nvidia
759,Acer,Notebook,4,Windows,2.1,599.0,0,0,0,0,Intel Core i5,Intel
760,Lenovo,Gaming,8,Windows,2.5,1048.0,1,0,0,1,Intel Core i7,Nvidia
761,Dell,Ultrabook,16,Windows,1.18,1859.0,0,0,0,1,Intel Core i7,Intel
762,Other,Ultrabook,8,other,1.1,1559.0,0,1,0,0,Intel Core i5,Intel
763,Asus,Ultrabook,8,Windows,1.2,1129.0,1,0,0,0,Intel Core i5,Intel
764,Dell,Notebook,4,Windows,1.65,849.0,0,0,0,0,Intel Core i3,Intel
765,Acer,Notebook,4,Windows,1.6,655.0,0,0,0,0,Intel Core i5,Intel
766,Asus,Notebook,4,Windows,2.8,470.34,0,0,0,0,Others,Nvidia
767,Dell,Gaming,16,Windows,2.72,1099.0,1,1,0,0,Intel Core i7,Nvidia
768,Other,Ultrabook,8,Windows,1.31,1599.0,0,1,0,1,Intel Core i7,Intel
769,Acer,Notebook,4,Linux,2.1,298.0,0,0,0,0,Others,Intel
770,Dell,Notebook,16,Windows,2.3,1181.27,0,0,0,1,Intel Core i7,AMD
771,Other,2 in 1 Convertible,16,Windows,1.71,1799.0,0,1,0,1,Intel Core i7,AMD
772,Toshiba,Notebook,4,Windows,1.75,1020.0,1,0,0,0,Intel Core i5,Intel
773,Dell,Gaming,8,Windows,2.62,1099.0,0,0,0,1,Intel Core i7,Nvidia
774,HP,Ultrabook,4,Windows,1.26,1244.0,0,0,0,0,Intel Core i5,Intel
775,Asus,2 in 1 Convertible,12,Windows,2.3,839.0,0,1,0,1,Intel Core i7,Nvidia
776,Lenovo,Notebook,16,Windows,2.5,2370.0,0,0,0,0,Intel Core i7,Nvidia
777,Acer,Notebook,4,Windows,1.8,636.0,1,0,0,1,Intel Core i3,Intel
778,Other,Gaming,16,Windows,1.95,2899.0,0,0,0,1,Intel Core i7,Nvidia
779,Asus,Notebook,8,Windows,2.0,581.9,0,0,0,0,Others,Intel
780,Dell,Gaming,32,Windows,4.42,3588.8,1,0,0,1,Intel Core i7,Nvidia
781,Asus,Gaming,16,Windows,4.3,2350.0,1,0,0,1,Intel Core i7,Nvidia
782,Toshiba,Ultrabook,16,Windows,1.47,1764.0,1,0,0,1,Intel Core i7,Nvidia
783,Lenovo,Notebook,8,other,2.2,329.0,0,0,0,0,Others,Intel
784,Lenovo,Ultrabook,16,Windows,1.7,2299.0,0,0,0,1,Intel Core i7,Intel
785,MSI,Gaming,16,Windows,1.6,1891.0,1,0,0,1,Intel Core i7,Nvidia
786,MSI,Gaming,8,Windows,2.2,1089.0,0,0,0,1,Intel Core i5,Nvidia
787,Lenovo,Gaming,4,Windows,2.4,999.0,1,0,0,1,Intel Core i7,Nvidia
788,Acer,Gaming,16,Windows,4.2,2299.0,1,0,0,1,Intel Core i7,Nvidia
789,Dell,Gaming,8,Windows,2.62,985.0,0,0,0,1,Intel Core i5,Nvidia
790,Asus,Gaming,8,Windows,2.24,1339.0,0,0,0,1,Intel Core i7,Nvidia
791,Other,Notebook,4,Windows,1.22,202.9,0,0,0,0,Others,Intel
792,Lenovo,2 in 1 Convertible,8,Windows,1.37,1970.0,1,1,0,1,Intel Core i7,Intel
793,Lenovo,2 in 1 Convertible,8,Windows,2.08,959.0,0,1,0,1,Intel Core i5,AMD
794,Apple,Ultrabook,8,MAC,0.92,1165.0,1,0,1,0,Others,Intel
795,Lenovo,2 in 1 Convertible,8,Windows,1.42,2330.0,1,1,0,0,Intel Core i5,Intel
796,Asus,Notebook,4,Windows,1.63,299.0,0,0,0,0,Others,Intel
797,Dell,Notebook,8,Windows,1.95,810.0,0,0,0,0,Intel Core i5,Intel
798,Lenovo,2 in 1 Convertible,8,Windows,1.38,1349.0,1,1,0,1,Intel Core i7,Intel
799,Dell,Notebook,8,Windows,2.0,739.0,0,0,0,1,Intel Core i3,AMD
800,HP,Workstation,8,Windows,3.14,2064.9,0,0,0,1,Intel Core i7,Nvidia
801,Asus,Notebook,8,Windows,2.37,1099.0,0,0,0,1,Intel Core i5,Intel
802,Dell,Ultrabook,8,Windows,1.29,1499.0,0,0,0,1,Intel Core i5,Intel
803,Dell,Notebook,8,Windows,2.06,1749.0,0,1,0,0,Intel Core i5,Nvidia
804,Dell,Netbook,4,Windows,1.63,744.0,0,0,0,0,Others,Intel
805,HP,Netbook,8,Windows,1.26,1389.0,0,0,0,0,Intel Core i5,Intel
806,Toshiba,Notebook,4,Windows,2.1,780.0,0,0,0,0,Intel Core i5,Intel
807,HP,Notebook,8,Windows,2.04,629.0,0,0,0,0,AMD,AMD
808,Dell,Gaming,16,Windows,2.62,1679.0,0,0,0,0,Intel Core i7,Nvidia
809,Lenovo,Notebook,4,Windows,2.4,609.0,0,0,0,1,Intel Core i5,Nvidia
810,HP,Gaming,12,Windows,3.74,1749.0,1,0,0,1,Intel Core i7,AMD
811,MSI,Gaming,16,Windows,2.9,2415.0,0,0,0,1,Intel Core i7,Nvidia
812,Other,Ultrabook,8,Windows,0.81,1499.0,0,0,0,1,Intel Core i5,Intel
813,Dell,Notebook,8,Windows,1.98,961.0,0,0,0,1,Intel Core i7,Nvidia
814,Dell,Notebook,8,Windows,2.18,789.81,0,0,0,1,Intel Core i5,AMD
815,Lenovo,Ultrabook,8,Windows,1.32,1859.0,0,0,0,1,Intel Core i7,Intel
816,Other,Ultrabook,16,Windows,1.29,1799.0,1,1,0,0,Intel Core i7,Intel
817,HP,Netbook,4,other,1.23,385.0,0,0,0,0,Others,Intel
818,Dell,Gaming,16,Windows,4.36,2505.02,1,0,0,1,Intel Core i7,Nvidia
819,Dell,Notebook,4,Windows,1.76,755.0,0,0,0,0,Intel Core i5,Intel
820,Lenovo,Notebook,4,Windows,2.1,489.9,0,0,0,0,Intel Core i3,Intel
821,Toshiba,Ultrabook,4,Windows,1.25,1090.0,0,0,0,0,Intel Core i5,Intel
822,Lenovo,Ultrabook,8,Windows,1.13,2499.0,1,0,0,1,Intel Core i7,Intel
823,MSI,Gaming,8,Windows,2.4,1199.0,0,0,0,1,Intel Core i5,Nvidia
824,Lenovo,Ultrabook,8,Windows,1.13,1875.0,1,0,0,1,Intel Core i5,Intel
825,Toshiba,Notebook,4,Windows,1.75,499.0,0,0,0,0,Others,Intel
826,Asus,2 in 1 Convertible,8,Windows,1.1,1358.0,0,1,0,1,Intel Core i5,Intel
827,Dell,Notebook,4,Windows,1.76,585.0,0,0,0,0,Intel Core i3,Intel
828,Acer,Netbook,4,other,1.35,355.0,1,0,0,0,Others,Intel
829,Acer,Notebook,8,Windows,1.5,619.0,1,0,0,1,Intel Core i3,Intel
830,Other,Gaming,32,Windows,3.49,5499.0,0,1,0,0,Intel Core i7,Nvidia
831,Lenovo,Ultrabook,16,Windows,1.1,2099.0,1,0,0,0,Intel Core i7,Intel
832,Asus,Notebook,4,Linux,2.1,519.0,0,0,0,1,Intel Core i5,Nvidia
833,Lenovo,Notebook,8,Windows,1.7,1186.0,0,0,0,1,Intel Core i5,Intel
834,Lenovo,Notebook,8,Windows,1.32,1650.0,1,0,0,1,Intel Core i5,Intel
835,Dell,Gaming,16,Windows,3.21,2774.63,0,0,0,1,Intel Core i7,Nvidia
836,Asus,Gaming,16,Windows,2.9,2419.0,0,0,0,1,Intel Core i7,Nvidia
837,Toshiba,Notebook,4,Windows,2.0,669.0,0,0,0,0,Intel Core i3,Intel
838,Lenovo,Notebook,4,other,1.5,325.0,0,0,0,0,Others,Intel
839,Asus,Notebook,8,Windows,2.3,590.0,0,0,0,1,Intel Core i5,Intel
840,Asus,Gaming,16,Windows,2.73,1799.0,0,0,0,1,Intel Core i7,Nvidia
841,Dell,Gaming,32,Windows,4.42,3072.89,1,0,0,1,Intel Core i7,Nvidia
842,HP,Notebook,8,Windows,2.63,910.0,0,0,0,0,Intel Core i5,Nvidia
843,Dell,Notebook,8,Windows,2.18,713.99,0,0,0,0,Intel Core i5,Intel
844,HP,Ultrabook,8,Windows,1.54,1870.0,0,0,0,1,Intel Core i7,Intel
845,Dell,Notebook,4,Windows,2.18,739.0,0,0,0,1,Intel Core i7,AMD
846,HP,2 in 1 Convertible,4,other,1.4,615.0,0,1,0,0,Others,Intel
847,Asus,Ultrabook,8,Windows,1.45,1026.0,1,0,0,1,Intel Core i5,Nvidia
848,HP,2 in 1 Convertible,8,Windows,1.28,2277.0,0,1,0,1,Intel Core i5,Intel
849,HP,Ultrabook,8,Windows,1.54,1468.0,0,0,0,1,Intel Core i7,Intel
850,HP,Notebook,4,other,1.86,299.0,0,0,0,0,Others,Intel
851,Asus,Gaming,16,Windows,2.1,1899.0,0,0,0,1,Intel Core i7,Nvidia
852,Dell,Notebook,8,Linux,2.83,865.0,0,0,0,1,Intel Core i7,AMD
853,Lenovo,Ultrabook,8,Windows,1.96,1903.0,1,0,0,1,Intel Core i7,Nvidia
854,Asus,Notebook,8,Windows,2.3,787.0,1,0,0,1,Intel Core i7,Nvidia
855,Dell,Notebook,8,Windows,1.9,945.0,0,0,0,1,Intel Core i5,Intel
856,Asus,Notebook,4,Windows,2.0,449.0,0,0,0,0,Others,Intel
857,HP,2 in 1 Convertible,8,Windows,1.28,2559.0,0,1,0,1,Intel Core i7,Intel
858,Dell,Notebook,8,Windows,1.62,649.0,0,1,0,1,Intel Core i5,Intel
859,Lenovo,Notebook,4,other,2.2,469.0,0,0,0,1,Intel Core i3,Intel
860,Lenovo,Notebook,8,Windows,2.3,850.66,1,0,0,1,Intel Core i5,Intel
861,HP,Notebook,8,Windows,1.84,1349.0,0,0,0,1,Intel Core i5,AMD
862,Toshiba,Notebook,4,Windows,1.05,1285.0,0,0,0,1,Intel Core i5,Intel
863,Lenovo,Gaming,8,other,2.5,1017.0,1,0,0,1,Intel Core i5,Nvidia
864,Dell,Ultrabook,16,Windows,1.29,2240.0,0,1,0,0,Intel Core i7,Intel
865,HP,Notebook,4,Windows,2.07,910.0,0,0,0,1,Intel Core i5,Intel
866,Toshiba,Ultrabook,8,Windows,1.2,1095.0,0,0,0,0,Intel Core i5,Intel
867,Lenovo,2 in 1 Convertible,8,Windows,1.37,1950.0,1,1,0,1,Intel Core i7,Intel
868,Acer,Notebook,8,Windows,1.56,902.0,1,0,0,1,Intel Core i5,Intel
869,Dell,Workstation,8,Windows,2.23,1778.0,0,0,0,1,Intel Core i7,Nvidia
870,Lenovo,Notebook,4,Windows,2.38,1055.0,0,0,0,0,Intel Core i5,Intel
871,Lenovo,Notebook,4,other,2.2,479.0,0,0,0,1,Intel Core i3,AMD
872,Toshiba,Notebook,8,Windows,2.0,1388.0,1,0,0,1,Intel Core i7,Intel
873,Lenovo,Notebook,4,Windows,1.44,735.0,1,0,0,1,Intel Core i3,Intel
874,Other,Ultrabook,16,Windows,1.23,1849.0,0,0,0,1,Intel Core i7,Nvidia
875,Dell,Ultrabook,8,Windows,1.6,1690.0,0,0,0,1,Intel Core i7,Intel
876,Asus,Notebook,4,Linux,2.0,398.99,0,0,0,0,Others,Intel
877,Other,Ultrabook,8,Windows,1.28,935.0,1,0,0,1,Intel Core i5,Nvidia
878,Dell,Notebook,4,Windows,2.18,912.5,0,0,0,1,Intel Core i5,Nvidia
879,HP,Notebook,4,Windows,2.04,839.0,0,0,0,1,Intel Core i5,Intel
880,HP,2 in 1 Convertible,4,Windows,1.28,1700.0,0,1,0,1,Intel Core i5,Intel
881,HP,2 in 1 Convertible,4,Windows,2.3,684.8,0,1,0,0,Intel Core i5,Intel
882,Asus,Notebook,4,Windows,1.65,348.0,0,0,0,0,Others,Intel
883,Lenovo,Notebook,8,Windows,2.2,669.0,1,0,0,1,Intel Core i7,Nvidia
884,Dell,Notebook,4,Windows,2.2,369.0,0,0,0,0,Others,Intel
885,HP,2 in 1 Convertible,4,Windows,1.28,1799.0,0,1,0,1,Intel Core i5,Intel
886,Dell,Notebook,4,Linux,2.18,455.7,0,0,0,0,Intel Core i3,AMD
887,Asus,Gaming,12,Windows,2.2,1369.9,0,0,0,1,Intel Core i5,Nvidia
888,Acer,Netbook,4,other,1.25,297.0,1,0,0,0,Others,Intel
889,Lenovo,Notebook,4,Windows,2.8,379.0,0,0,0,0,AMD,AMD
890,HP,Notebook,4,Windows,1.95,1265.0,0,0,0,1,Intel Core i5,Intel
891,HP,2 in 1 Convertible,16,Windows,1.42,1399.0,0,1,0,0,Intel Core i7,Intel
892,Other,Ultrabook,8,Windows,1.17,1699.0,0,0,0,1,Intel Core i7,Intel
893,Lenovo,Ultrabook,8,Windows,1.32,1799.0,1,0,0,1,Intel Core i5,Intel
894,MSI,Gaming,16,Windows,2.43,2649.0,1,0,0,0,Intel Core i7,Nvidia
895,Toshiba,Notebook,8,Windows,1.05,1475.0,0,0,0,1,Intel Core i5,Intel
896,Dell,Gaming,8,Linux,2.62,929.0,0,0,0,1,Intel Core i7,Nvidia
897,HP,Notebook,8,Windows,2.04,900.0,0,0,0,1,Intel Core i7,Nvidia
898,Dell,Notebook,4,Windows,2.18,614.0,0,0,0,0,Intel Core i3,AMD
899,Dell,Notebook,8,Windows,1.9,935.0,0,0,0,1,Intel Core i5,Intel
